Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
Sydney,18.5,27.9,0.0,4.2,3.9,S,48.0,N,E,7.0,11.0,86.0,57.0,1018.9,1016.3,7.0,7.0,20.3,27.1,No,No
Sydney,14.7,21.9,NA,3.8,9.0,ESE,48.0,ESE,ESE,28.0,33.0,59.0,53.0,1031.2,1031.7,NA,NA,18.5,20.7,NA,Yes
Sydney,15.6,18.3,0.0,7.6,0.0,NE,48.0,ESE,NE,9.0,11.0,90.0,81.0,1019.2,1014.6,8.0,7.0,16.0,17.2,No,Yes
Sydney,19.1,27.4,1.6,4.6,12.8,NE,48.0,ESE,NE,4.0,26.0,64.0,55.0,1017.1,1015.5,3.0,3.0,23.9,26.8,Yes,No
Sydney,20.7,26.7,2.6,5.6,9.2,ESE,48.0,ESE,E,19.0,17.0,63.0,61.0,1022.7,1021.4,6.0,6.0,25.1,26.4,Yes,Yes
Sydney,21.5,26.2,5.4,7.0,6.6,E,48.0,ENE,E,20.0,26.0,80.0,65.0,1016.4,1014.7,NA,NA,24.1,26.0,Yes,No
Sydney,20.6,27.6,0.0,9.6,12.9,NE,48.0,ENE,NE,9.0,22.0,63.0,52.0,1018.9,1015.4,2.0,0.0,24.6,27.1,No,No
Sydney,18.1,24.8,6.2,3.4,7.3,ENE,48.0,ENE,NE,20.0,26.0,88.0,64.0,1014.3,1011.9,8.0,5.0,20.3,23.9,Yes,Yes
Sydney,18.1,27.5,0.0,6.2,12.9,NNE,48.0,E,NNE,15.0,17.0,76.0,64.0,1015.3,1010.4,NA,NA,22.9,26.6,No,No
Sydney,18.0,22.6,16.8,2.8,0.0,ENE,48.0,E,NNE,26.0,17.0,66.0,81.0,1019.6,1018.5,NA,NA,20.9,19.9,Yes,Yes
Sydney,22.0,28.8,0.0,4.0,12.0,NE,48.0,E,NE,15.0,22.0,76.0,70.0,1020.2,1017.5,3.0,1.0,26.3,27.7,No,No
Sydney,21.8,29.9,0.0,13.6,8.7,NE,48.0,E,ENE,13.0,31.0,72.0,64.0,1010.6,1007.8,1.0,2.0,25.7,26.9,No,No
Sydney,16.7,27.1,0.0,7.0,12.0,SSW,48.0,E,ESE,4.0,20.0,52.0,52.0,1010.4,1005.3,2.0,3.0,22.8,26.9,No,No
Sydney,22.8,29.6,0.0,4.8,4.3,S,46.0,WSW,E,17.0,28.0,74.0,72.0,1009.4,1006.0,8.0,7.0,23.6,24.0,No,No
Sydney,9.2,17.9,0.0,4.0,10.0,SW,46.0,WSW,W,22.0,13.0,41.0,23.0,1017.6,1018.1,NA,NA,11.7,17.3,No,No
Sydney,19.6,25.3,2.2,6.8,7.9,SSW,46.0,WNW,W,7.0,11.0,87.0,81.0,1011.4,1010.7,NA,NA,20.4,18.1,Yes,Yes
Sydney,9.0,18.2,0.0,5.0,10.0,WSW,46.0,WNW,WSW,9.0,17.0,52.0,33.0,1016.9,1016.9,1.0,1.0,12.2,17.8,No,No
Sydney,17.3,26.0,0.0,8.8,8.3,NE,46.0,WNW,ENE,9.0,19.0,67.0,64.0,1019.2,1012.4,7.0,2.0,19.7,21.8,No,No
Sydney,17.8,30.8,0.0,9.2,13.3,SSW,46.0,W,ENE,6.0,28.0,47.0,40.0,1004.0,1003.7,NA,NA,24.8,26.1,No,No
Sydney,19.1,25.8,0.0,8.0,9.4,SSE,46.0,W,E,9.0,24.0,72.0,63.0,1011.7,1009.8,NA,NA,22.5,25.4,No,No
Sydney,17.7,26.7,0.0,8.8,8.0,W,46.0,W,S,28.0,13.0,50.0,42.0,1007.8,1008.7,NA,NA,20.5,24.8,No,No
Sydney,12.2,14.8,4.4,1.6,1.1,WSW,46.0,W,S,15.0,13.0,82.0,67.0,1009.0,1006.1,NA,NA,12.2,14.1,Yes,Yes
Sydney,9.0,19.8,0.0,6.0,10.8,SW,46.0,W,ESE,19.0,19.0,48.0,43.0,1023.0,1022.6,NA,NA,14.0,17.1,No,No
Sydney,11.4,23.9,0.0,6.4,11.6,NNE,46.0,W,NE,9.0,19.0,65.0,41.0,1024.9,1020.9,0.0,2.0,16.3,23.2,No,No
Sydney,14.9,27.4,0.0,5.0,5.0,S,46.0,W,WNW,13.0,20.0,66.0,23.0,1013.7,1009.5,4.0,7.0,19.9,26.9,No,No
Sydney,11.7,23.0,0.2,6.0,11.6,NE,46.0,W,NE,11.0,24.0,57.0,48.0,1024.3,1017.7,1.0,2.0,17.3,21.0,No,No
Sydney,18.3,28.3,0.0,5.4,11.1,NE,46.0,W,NE,7.0,26.0,72.0,52.0,1014.5,1010.9,1.0,1.0,21.5,26.3,No,No
Sydney,14.4,20.3,0.0,5.6,7.4,S,46.0,W,S,13.0,20.0,53.0,51.0,1025.3,1025.2,1.0,4.0,15.1,18.7,No,No
Sydney,9.2,20.6,0.2,2.8,9.8,W,46.0,W,WNW,15.0,28.0,59.0,34.0,1013.2,1009.6,1.0,3.0,13.6,20.1,No,No
Sydney,12.7,22.6,0.0,12.2,11.4,W,46.0,W,E,19.0,19.0,29.0,39.0,1019.9,1016.6,0.0,0.0,18.1,19.9,No,No
Sydney,13.3,22.2,0.0,2.8,7.3,W,46.0,W,W,17.0,19.0,71.0,35.0,1006.9,1001.9,2.0,6.0,16.1,21.5,No,Yes
Sydney,11.1,21.0,0.0,5.8,6.2,SSW,46.0,W,SSE,19.0,19.0,66.0,65.0,1026.2,1024.3,2.0,6.0,14.2,18.2,No,Yes
Sydney,10.5,17.7,0.0,3.6,6.3,SSE,46.0,W,SSW,17.0,24.0,65.0,59.0,1026.9,1025.8,3.0,7.0,11.9,16.0,No,Yes
Sydney,8.6,18.4,2.2,2.6,5.1,SSE,46.0,W,SE,22.0,17.0,71.0,73.0,1028.4,1027.3,1.0,7.0,10.4,16.9,Yes,Yes
Sydney,6.5,16.3,0.0,3.6,9.6,S,46.0,W,S,28.0,24.0,54.0,47.0,1027.4,1027.3,1.0,3.0,8.2,15.1,No,No
Sydney,8.8,18.5,0.0,3.2,6.7,WSW,46.0,W,WNW,15.0,15.0,62.0,41.0,1021.3,1018.1,7.0,6.0,11.9,17.4,No,No
Sydney,7.2,16.1,0.0,6.4,10.0,W,46.0,W,S,28.0,28.0,45.0,36.0,1024.6,1026.8,1.0,1.0,9.6,15.0,No,No
Sydney,16.8,25.7,0.0,7.0,12.6,ENE,46.0,W,E,6.0,31.0,65.0,61.0,1018.6,1016.0,1.0,1.0,22.5,24.1,No,No
Sydney,15.0,24.2,0.0,5.0,8.7,W,46.0,W,ENE,15.0,19.0,72.0,66.0,1025.1,1021.6,7.0,2.0,18.6,23.2,No,No
Sydney,13.4,21.0,0.2,6.4,10.0,W,46.0,W,WSW,28.0,26.0,41.0,29.0,1014.0,1012.5,0.0,0.0,15.3,20.4,No,No
Sydney,7.9,19.3,2.2,4.0,10.1,W,46.0,W,W,28.0,20.0,49.0,34.0,1024.7,1024.2,1.0,2.0,11.3,18.4,Yes,No
Sydney,9.3,20.5,5.6,2.8,10.4,WSW,46.0,W,NW,13.0,13.0,53.0,29.0,1017.1,1013.3,3.0,1.0,13.4,20.4,Yes,No
Sydney,19.8,33.8,0.0,8.0,8.2,WSW,46.0,W,W,4.0,28.0,28.0,13.0,1023.4,1021.8,7.0,7.0,26.4,32.6,No,No
Sydney,7.4,11.7,0.0,2.2,0.0,W,46.0,W,SW,26.0,9.0,74.0,74.0,1015.3,1013.6,8.0,8.0,9.3,11.0,No,Yes
Sydney,7.7,17.3,2.4,1.4,8.9,WSW,46.0,W,SSW,31.0,13.0,57.0,36.0,1022.9,1023.1,1.0,1.0,9.6,16.9,Yes,No
Sydney,7.5,18.8,4.8,0.6,5.8,NW,46.0,W,NW,11.0,17.0,90.0,55.0,1011.9,1006.1,8.0,2.0,9.6,17.7,Yes,No
Sydney,7.8,14.3,0.0,4.0,5.4,WSW,46.0,W,NW,22.0,15.0,50.0,39.0,1015.8,1012.1,7.0,2.0,8.7,13.6,No,No
Sydney,11.2,20.3,0.0,6.2,10.6,W,46.0,W,WSW,17.0,22.0,48.0,30.0,1018.4,1017.0,1.0,1.0,14.0,19.6,No,No
Sydney,12.1,20.0,0.4,7.0,8.2,S,46.0,W,S,22.0,24.0,46.0,45.0,1015.8,1015.2,2.0,4.0,13.1,18.5,No,No
Sydney,12.3,19.2,3.6,3.8,6.2,SW,46.0,SW,S,20.0,20.0,70.0,51.0,1023.7,1021.1,7.0,7.0,15.3,18.3,Yes,No
Sydney,15.2,22.2,0.4,8.0,10.5,SE,46.0,SSW,S,20.0,22.0,60.0,49.0,1015.8,1016.2,NA,NA,19.0,19.7,No,No
Sydney,21.0,26.8,1.6,7.0,5.8,SSW,46.0,SSW,S,20.0,22.0,75.0,58.0,1018.6,1018.3,7.0,7.0,22.3,25.8,Yes,No
Sydney,16.2,21.7,0.4,7.2,4.6,SSW,46.0,SSW,SSE,17.0,26.0,67.0,65.0,1020.7,1020.0,7.0,6.0,18.0,20.4,No,No
Sydney,17.5,19.3,12.6,NA,0.0,S,46.0,SSE,SSE,20.0,19.0,92.0,77.0,1006.9,1006.3,NA,NA,17.7,18.8,Yes,Yes
Sydney,14.9,20.9,29.6,2.2,0.8,SSW,46.0,SSE,S,24.0,19.0,64.0,70.0,1017.7,1017.4,7.0,7.0,18.2,18.5,Yes,Yes
Sydney,13.4,19.2,8.4,8.4,2.7,SE,46.0,SE,SSE,17.0,30.0,67.0,53.0,1023.9,1022.1,7.0,7.0,15.2,17.8,Yes,Yes
Sydney,11.3,13.9,88.2,NA,0.0,S,46.0,SE,WSW,19.0,19.0,88.0,95.0,1018.3,1018.0,NA,NA,13.1,11.5,Yes,Yes
Sydney,12.3,18.5,2.2,6.0,5.8,ESE,46.0,SE,SSE,26.0,28.0,56.0,56.0,1034.8,1034.6,NA,NA,16.2,17.6,Yes,No
Sydney,17.4,19.1,8.2,8.8,0.0,SSE,46.0,SE,SSE,17.0,15.0,88.0,81.0,1017.2,1017.4,8.0,8.0,17.7,17.7,Yes,Yes
Sydney,21.4,27.5,0.0,8.0,9.0,NNE,46.0,S,E,9.0,20.0,74.0,65.0,1022.5,1018.4,8.0,1.0,23.2,25.9,No,No
Sydney,22.7,25.9,0.0,8.0,1.2,S,46.0,S,SE,20.0,20.0,76.0,66.0,1023.8,1023.9,7.0,7.0,23.7,25.3,No,No
Sydney,14.8,20.7,11.2,5.0,0.4,W,46.0,NW,W,7.0,26.0,87.0,70.0,1020.5,1018.0,7.0,8.0,17.0,17.8,Yes,No
Sydney,18.2,30.7,26.0,6.6,9.1,WSW,46.0,NW,E,13.0,15.0,75.0,53.0,1011.2,1009.0,5.0,5.0,21.6,26.4,Yes,Yes
Sydney,18.6,22.8,0.0,7.0,1.7,NNE,46.0,NNW,NNE,9.0,24.0,77.0,75.0,1011.2,1008.0,NA,NA,20.2,21.7,No,Yes
Sydney,11.7,20.1,0.0,3.6,7.0,W,46.0,NNW,WSW,17.0,22.0,64.0,46.0,1005.2,1002.9,2.0,6.0,14.0,18.5,No,No
Sydney,15.0,21.3,0.0,5.0,9.2,NNE,46.0,NNW,NE,4.0,28.0,54.0,54.0,1027.1,1022.0,7.0,1.0,17.8,20.4,No,No
Sydney,17.7,27.3,0.0,5.4,12.6,NNE,46.0,NNW,NE,13.0,24.0,62.0,66.0,1009.7,1004.1,1.0,1.0,23.6,25.4,No,No
Sydney,13.7,24.5,0.0,6.0,9.1,W,46.0,NNW,WNW,15.0,22.0,52.0,35.0,1014.7,1013.9,2.0,6.0,17.5,23.3,No,No
Sydney,15.3,25.2,0.0,7.4,8.4,NNE,46.0,NNW,NE,20.0,26.0,55.0,55.0,1018.9,1012.8,5.0,7.0,21.5,23.3,No,Yes
Sydney,18.6,25.2,0.0,8.0,11.1,ENE,46.0,NNE,NE,22.0,24.0,63.0,NA,1027.2,NA,NA,NA,22.5,NA,No,No
Sydney,14.1,22.8,0.2,6.8,6.7,NNE,46.0,NNE,NE,6.0,19.0,58.0,59.0,1018.7,1013.5,6.0,5.0,19.4,21.0,No,No
Sydney,16.6,26.5,0.0,8.0,11.2,NNE,46.0,NNE,NE,9.0,19.0,56.0,60.0,1011.7,1005.0,6.0,7.0,23.3,25.6,No,No
Sydney,16.1,21.8,0.0,6.6,8.8,ENE,46.0,NNE,ENE,13.0,31.0,60.0,64.0,1024.0,1019.4,7.0,2.0,20.4,21.0,No,No
Sydney,20.9,29.5,0.0,11.0,12.3,NNE,46.0,NNE,ENE,11.0,26.0,60.0,58.0,1016.1,1012.9,0.0,1.0,26.1,28.4,No,No
Sydney,22.2,28.7,0.0,8.2,10.2,NE,46.0,NNE,NE,4.0,26.0,71.0,58.0,1021.3,1019.4,3.0,4.0,25.2,28.4,No,No
Sydney,17.4,26.4,0.0,7.2,10.6,NNE,46.0,NNE,ENE,9.0,28.0,62.0,50.0,1010.6,1007.7,1.0,1.0,22.3,26.0,No,No
Sydney,22.2,28.8,0.8,5.0,2.4,N,46.0,NE,ENE,13.0,26.0,83.0,65.0,1009.9,1007.8,NA,NA,22.7,26.1,No,No
Sydney,22.1,28.0,0.0,8.0,11.1,NE,46.0,NE,NE,19.0,28.0,62.0,57.0,1016.9,1015.7,3.0,7.0,25.4,26.8,No,No
Sydney,17.0,26.9,0.0,6.6,12.9,NE,46.0,N,NE,13.0,24.0,55.0,63.0,1017.4,1015.6,NA,NA,23.6,24.4,No,No
Sydney,19.9,25.7,3.8,5.8,4.4,NE,46.0,N,NE,17.0,24.0,74.0,63.0,1012.3,1009.9,NA,NA,22.3,24.3,Yes,Yes
Sydney,11.6,19.4,0.0,7.2,10.2,SSW,46.0,N,SW,2.0,17.0,45.0,22.0,1014.8,1014.9,1.0,1.0,14.3,18.4,No,No
Sydney,20.7,28.9,0.0,8.8,12.1,NNE,46.0,N,NE,9.0,24.0,60.0,54.0,1014.6,1011.5,1.0,1.0,25.3,27.7,No,No
Sydney,20.8,27.9,0.0,9.8,10.5,NE,46.0,N,NE,4.0,20.0,64.0,59.0,1022.9,1021.2,2.0,1.0,24.9,26.3,No,No
Sydney,21.6,28.1,0.0,11.6,11.5,NNE,46.0,N,ENE,17.0,22.0,55.0,52.0,1019.8,1017.2,1.0,1.0,25.4,27.3,No,No
Sydney,21.4,27.2,0.0,8.8,11.7,NE,46.0,ESE,ENE,7.0,28.0,78.0,65.0,1016.0,1013.9,NA,NA,24.0,26.4,No,No
Sydney,22.9,31.4,0.0,7.0,9.3,SSE,46.0,ESE,E,11.0,15.0,85.0,73.0,1011.5,1010.2,NA,NA,25.8,27.7,No,No
Sydney,19.4,24.0,10.4,5.2,0.9,ESE,46.0,ESE,ESE,24.0,24.0,86.0,84.0,1014.1,1011.8,NA,NA,21.2,22.9,Yes,Yes
Sydney,21.8,25.3,2.0,2.8,2.5,ESE,46.0,ESE,ESE,30.0,28.0,80.0,70.0,1017.5,1016.8,NA,NA,23.5,24.1,Yes,No
Sydney,18.9,26.3,0.0,6.8,13.0,ENE,46.0,ESE,ENE,9.0,30.0,63.0,63.0,1012.5,1009.8,1.0,1.0,24.3,25.1,No,No
Sydney,18.6,24.3,7.4,7.2,0.5,ESE,46.0,ESE,ESE,20.0,13.0,59.0,54.0,1023.2,1024.1,7.0,7.0,21.9,22.5,Yes,No
Sydney,18.4,24.6,10.0,5.6,5.3,SSE,46.0,ESE,ESE,9.0,28.0,69.0,69.0,1012.3,1012.3,3.0,7.0,22.5,21.8,Yes,No
Sydney,18.6,23.6,15.0,6.4,0.7,ESE,46.0,ESE,ESE,6.0,7.0,86.0,89.0,1016.8,1016.3,8.0,8.0,18.8,19.1,Yes,Yes
Sydney,20.7,27.0,85.0,3.4,5.9,ESE,46.0,ESE,E,37.0,19.0,79.0,85.0,1022.1,1021.8,7.0,7.0,24.6,23.1,Yes,Yes
Sydney,16.9,23.5,5.0,8.8,1.4,SE,46.0,ESE,SE,17.0,20.0,67.0,56.0,1018.5,1017.4,8.0,8.0,19.9,22.0,Yes,No
Sydney,18.1,24.4,0.0,8.0,12.3,NE,46.0,ENE,NE,7.0,24.0,55.0,53.0,1017.4,1013.7,3.0,1.0,22.3,23.9,No,No
Sydney,18.8,24.6,0.0,8.6,11.7,NE,46.0,E,E,11.0,24.0,52.0,50.0,1019.3,1016.6,NA,NA,23.0,23.3,No,No
Sydney,16.2,25.6,0.0,7.2,11.4,NE,46.0,E,NE,9.0,26.0,58.0,45.0,1019.0,1013.5,3.0,2.0,22.6,25.3,No,No
Sydney,19.9,24.8,0.0,10.4,9.7,NE,46.0,E,ENE,15.0,28.0,69.0,59.0,1011.9,1009.8,6.0,2.0,20.6,24.0,No,No
Sydney,10.3,17.5,28.6,NA,2.2,ESE,46.0,E,WNW,28.0,22.0,90.0,74.0,1010.3,1004.2,8.0,7.0,14.4,17.0,Yes,Yes
Sydney,19.6,26.8,3.2,9.8,8.0,NNE,46.0,E,NE,6.0,20.0,59.0,69.0,1011.0,1007.9,6.0,7.0,25.1,23.6,Yes,Yes
Sydney,19.3,25.2,0.0,9.6,8.0,SSW,46.0,E,E,17.0,24.0,64.0,57.0,1015.6,1014.4,5.0,2.0,22.2,23.9,No,No
Sydney,19.0,27.5,0.0,13.6,12.3,NNE,46.0,E,ENE,15.0,30.0,58.0,53.0,1016.8,1014.0,0.0,1.0,24.5,27.1,No,No
Sydney,21.0,31.0,0.0,8.0,9.7,NE,46.0,E,ENE,15.0,24.0,51.0,54.0,1014.8,1012.1,1.0,3.0,26.6,26.2,No,No
Sydney,17.9,25.4,0.0,5.0,7.3,SSE,44.0,WSW,S,13.0,28.0,78.0,38.0,1011.4,1010.8,7.0,6.0,18.3,24.4,No,Yes
Sydney,14.0,23.9,0.0,8.8,11.6,WSW,44.0,WSW,ESE,28.0,26.0,34.0,42.0,1020.9,1019.1,7.0,1.0,17.2,21.6,No,No
Sydney,18.2,25.3,3.4,5.0,7.1,WSW,44.0,WSW,SSW,15.0,20.0,83.0,28.0,1012.5,1011.4,7.0,2.0,18.6,24.3,Yes,No
Sydney,12.2,20.5,0.0,7.0,10.8,WSW,44.0,WSW,SE,28.0,24.0,33.0,31.0,1018.6,1017.1,1.0,3.0,15.6,18.4,No,No
Sydney,20.1,23.8,0.0,6.6,9.1,SE,44.0,WSW,SSE,6.0,30.0,76.0,77.0,1015.6,1015.2,7.0,7.0,22.2,22.9,No,Yes
Sydney,16.2,24.4,4.8,5.4,11.0,W,44.0,WSW,SE,20.0,22.0,43.0,36.0,1010.9,1011.2,1.0,1.0,18.4,23.8,Yes,No
Sydney,19.8,26.2,0.0,10.4,5.9,SE,44.0,WSW,SSE,7.0,24.0,69.0,72.0,1010.2,NA,4.0,8.0,22.6,22.5,No,Yes
Sydney,16.5,24.0,0.0,9.0,11.4,NE,44.0,WNW,E,4.0,26.0,82.0,54.0,1026.0,1024.3,6.0,2.0,19.3,23.2,No,No
Sydney,11.2,22.8,0.0,5.2,10.9,NNE,44.0,WNW,ENE,11.0,20.0,53.0,57.0,1024.0,1019.0,NA,NA,17.6,20.4,No,No
Sydney,12.1,21.7,0.0,3.6,9.4,ENE,44.0,WNW,E,9.0,30.0,59.0,55.0,1025.1,1021.2,6.0,2.0,17.2,20.8,No,No
Sydney,14.3,21.9,0.0,5.8,11.2,SSE,44.0,WNW,SSE,9.0,22.0,58.0,49.0,1014.0,1015.8,1.0,5.0,17.7,19.8,No,No
Sydney,6.4,18.5,0.2,3.4,9.5,W,44.0,WNW,WSW,11.0,26.0,64.0,33.0,1019.6,1017.1,0.0,1.0,8.9,17.7,No,No
Sydney,11.8,23.3,0.0,4.0,5.1,NNW,44.0,WNW,NNE,22.0,20.0,49.0,27.0,1018.0,1013.2,7.0,1.0,14.9,22.9,No,No
Sydney,16.2,30.9,0.0,8.8,11.3,WSW,44.0,WNW,W,15.0,24.0,44.0,22.0,1007.6,1003.7,5.0,1.0,21.1,29.6,No,No
Sydney,14.8,23.5,0.2,2.0,8.8,SSW,44.0,WNW,SSE,17.0,28.0,80.0,63.0,1018.7,1018.0,5.0,7.0,18.7,21.4,No,No
Sydney,17.1,25.9,0.0,4.0,7.1,SSW,44.0,WNW,S,13.0,24.0,70.0,69.0,1020.1,1019.1,1.0,7.0,20.2,21.8,No,Yes
Sydney,19.8,27.2,0.0,9.4,4.3,NNW,44.0,WNW,ENE,9.0,20.0,66.0,55.0,1015.7,1013.8,7.0,7.0,23.2,26.3,No,Yes
Sydney,12.0,23.9,0.2,4.0,11.9,SE,44.0,W,ESE,13.0,24.0,65.0,54.0,1018.1,1016.3,1.0,3.0,17.6,20.7,No,No
Sydney,10.1,18.0,4.4,3.4,9.1,SSW,44.0,W,S,26.0,22.0,62.0,45.0,1015.6,1013.1,NA,NA,11.8,17.6,Yes,No
Sydney,8.2,15.6,0.0,2.8,9.9,SW,44.0,W,S,19.0,22.0,56.0,35.0,1025.7,1027.4,NA,NA,11.0,14.6,No,No
Sydney,15.8,23.2,0.0,7.6,3.1,NE,44.0,W,NE,11.0,24.0,67.0,51.0,1020.0,1016.2,NA,NA,18.7,22.2,No,No
Sydney,13.9,25.2,0.0,6.6,11.1,W,44.0,W,S,22.0,15.0,47.0,26.0,1012.6,1011.8,NA,NA,16.1,24.2,No,No
Sydney,9.9,16.1,0.0,3.0,5.9,WSW,44.0,W,W,15.0,28.0,69.0,28.0,1016.2,1013.4,6.0,2.0,10.4,15.8,No,No
Sydney,8.7,14.9,4.0,2.6,4.5,SSW,44.0,W,SSW,17.0,24.0,75.0,72.0,1031.0,1030.1,5.0,7.0,10.7,13.6,Yes,Yes
Sydney,8.4,18.0,0.0,1.8,2.4,NE,44.0,W,NNE,9.0,22.0,92.0,67.0,1026.6,1021.1,7.0,7.0,10.2,17.6,No,Yes
Sydney,7.8,19.4,0.0,4.0,9.7,WSW,44.0,W,S,22.0,11.0,68.0,45.0,1016.2,1015.7,1.0,4.0,9.8,16.7,No,No
Sydney,7.5,16.1,4.4,3.0,6.3,SW,44.0,W,SSW,26.0,24.0,60.0,52.0,1025.8,1022.9,6.0,6.0,9.9,13.7,Yes,No
Sydney,6.5,17.4,0.0,4.2,9.6,W,44.0,W,SE,26.0,9.0,58.0,37.0,1022.3,1018.5,1.0,3.0,9.2,15.8,No,No
Sydney,9.3,21.6,0.0,1.6,7.7,WSW,44.0,W,W,17.0,15.0,50.0,27.0,1016.1,1011.3,1.0,7.0,12.2,19.8,No,No
Sydney,10.1,20.7,0.0,4.0,8.5,W,44.0,W,WSW,19.0,22.0,61.0,37.0,1018.7,1014.7,4.0,3.0,11.3,19.6,No,No
Sydney,8.5,17.7,0.0,3.8,3.8,S,44.0,W,SW,26.0,17.0,65.0,56.0,1009.5,1008.3,6.0,6.0,11.0,15.7,No,No
Sydney,7.1,17.7,0.0,3.2,8.0,WSW,44.0,W,WSW,17.0,19.0,60.0,42.0,1019.9,1018.5,1.0,7.0,11.0,15.9,No,No
Sydney,18.3,27.5,0.0,7.2,12.0,ENE,44.0,W,E,7.0,30.0,59.0,53.0,1022.3,1019.7,4.0,0.0,22.8,26.2,No,No
Sydney,16.0,25.5,0.2,3.6,12.7,NE,44.0,W,ENE,13.0,26.0,56.0,52.0,1024.4,1022.3,3.0,3.0,20.6,24.7,No,No
Sydney,9.3,19.5,0.4,0.8,9.7,SW,44.0,W,WNW,15.0,11.0,78.0,36.0,1020.8,1018.4,1.0,1.0,11.3,19.4,No,No
Sydney,6.3,15.4,21.4,5.6,3.9,S,44.0,W,SW,17.0,11.0,84.0,78.0,1030.0,1028.2,7.0,7.0,8.9,12.3,Yes,Yes
Sydney,9.5,17.1,8.2,4.6,5.0,SW,44.0,W,S,22.0,22.0,68.0,54.0,1024.7,1024.5,7.0,6.0,12.5,15.7,Yes,Yes
Sydney,10.5,19.3,0.0,3.2,8.9,ESE,44.0,W,ESE,13.0,19.0,81.0,61.0,1025.7,1022.4,0.0,2.0,13.7,18.8,No,Yes
Sydney,18.5,32.5,0.0,5.0,11.2,S,44.0,W,SSE,11.0,24.0,64.0,55.0,1010.2,1007.9,0.0,5.0,23.5,25.8,No,No
Sydney,10.2,19.0,24.4,5.6,8.6,SSW,44.0,W,S,26.0,22.0,69.0,50.0,1029.1,1028.1,3.0,3.0,11.8,17.9,Yes,No
Sydney,6.2,16.2,0.0,4.0,9.3,W,44.0,W,SSE,26.0,15.0,55.0,46.0,1026.5,1024.6,1.0,1.0,8.1,15.9,No,No
Sydney,8.6,17.6,0.6,2.0,8.3,WSW,44.0,W,W,13.0,17.0,62.0,31.0,1011.5,1010.4,1.0,4.0,11.5,17.6,No,No
Sydney,14.4,25.1,0.0,8.0,12.6,NNE,44.0,W,NE,6.0,22.0,55.0,46.0,1019.1,1016.0,0.0,2.0,20.2,23.7,No,No
Sydney,12.1,22.3,0.0,7.6,9.9,W,44.0,W,WSW,17.0,19.0,50.0,21.0,1018.1,1013.6,1.0,2.0,14.1,20.8,No,No
Sydney,5.4,16.5,0.0,1.8,NA,NW,44.0,W,NNW,11.0,24.0,78.0,33.0,1021.2,1015.1,1.0,7.0,7.7,14.5,No,No
Sydney,14.8,28.1,0.0,7.6,12.4,NE,44.0,W,NE,13.0,24.0,34.0,46.0,1011.1,1006.4,2.0,1.0,22.6,25.5,No,No
Sydney,17.3,25.8,0.6,5.4,7.4,SSE,44.0,W,S,17.0,24.0,73.0,51.0,1015.1,1014.0,3.0,3.0,19.3,25.1,No,No
Sydney,10.2,21.8,0.0,5.0,10.4,SW,44.0,W,S,22.0,13.0,51.0,39.0,1022.7,1020.3,1.0,5.0,13.5,20.1,No,No
Sydney,12.4,18.1,61.0,1.8,1.3,SE,44.0,W,S,17.0,15.0,91.0,84.0,1024.2,1023.4,5.0,6.0,13.3,16.9,Yes,Yes
Sydney,25.3,28.8,0.0,11.2,2.4,SSE,44.0,SW,SE,19.0,28.0,50.0,68.0,1005.2,1008.0,NA,NA,27.2,24.4,No,Yes
Sydney,9.6,16.0,19.0,1.8,5.8,SSW,44.0,SW,S,17.0,22.0,89.0,52.0,1033.1,1031.4,4.0,2.0,11.0,15.3,Yes,Yes
Sydney,16.7,22.3,3.0,8.0,8.3,SSE,44.0,SW,SSE,22.0,20.0,48.0,48.0,1018.5,1017.7,1.0,7.0,19.2,20.9,Yes,No
Sydney,18.5,27.0,27.8,7.0,6.2,S,44.0,SW,SE,15.0,15.0,81.0,56.0,1020.4,1018.2,6.0,3.0,19.6,26.0,Yes,No
Sydney,15.3,22.6,2.6,5.8,4.8,SSW,44.0,SW,SSE,20.0,24.0,78.0,50.0,1023.7,1023.0,7.0,7.0,16.7,21.6,Yes,No
Sydney,19.9,25.6,16.8,7.0,4.5,SSW,44.0,SW,S,11.0,26.0,89.0,66.0,1019.5,1018.6,7.0,6.0,20.2,24.3,Yes,Yes
Sydney,18.5,26.3,0.0,10.2,12.8,SSW,44.0,SSW,ESE,15.0,24.0,62.0,51.0,1013.5,1012.7,2.0,1.0,22.6,25.5,No,No
Sydney,13.1,20.7,5.0,15.2,6.7,WSW,44.0,SSW,ESE,28.0,24.0,44.0,34.0,1014.5,1014.4,5.0,2.0,14.8,19.3,Yes,No
Sydney,17.7,21.8,29.8,4.4,0.0,ESE,44.0,SSW,NE,19.0,2.0,89.0,90.0,1023.2,1021.5,8.0,8.0,17.8,17.7,Yes,Yes
Sydney,15.8,23.2,1.6,7.0,7.6,SSE,44.0,SSE,SE,28.0,22.0,61.0,50.0,1022.2,1021.6,7.0,3.0,18.9,21.8,Yes,No
